epoch,accuracy,loss,val_accuracy,val_loss
0,0.7970166802406311,0.8216440081596375,0.8610000014305115,0.5076982975006104
1,0.8764833211898804,0.4460878074169159,0.8834999799728394,0.40906524658203125
2,0.8901500105857849,0.3909410834312439,0.8920999765396118,0.37480154633522034
3,0.8959333300590515,0.36969447135925293,0.8968999981880188,0.3650091290473938
4,0.8992166519165039,0.35804012417793274,0.8978999853134155,0.36588889360427856
5,0.9013500213623047,0.3515503704547882,0.9007999897003174,0.3595791161060333
