Municipality,Year,No health insurance coverage,Unemployed,No vehicles available,Child,Foreign born,"Speak English less than ""very well""",Median age (years),"Less than $25,000",Less than 12th grade,Without a broadband Internet subscription,Weighted Mean
Walworth village,2019,-0.06271764313115437,-0.613387820483134,0.5460316091640011,1.0919765555917982,1.6874754425117755,1.5297631216728678,-0.07180167943887618,0.46436020224605334,1.1317593834942017,-0.7672518752076778,0.2944985989132323
Lake Geneva city,2019,-0.30661958864119937,0.2719141884615956,0.5460316091640011,0.15871752261508718,0.6757128645603898,0.41431084545306834,-0.035964834086138986,0.7019135334803317,-0.27695043338681113,-0.9351881849985184,0.2590814853461048
Elkhorn city,2019,-0.30661958864119937,-0.613387820483134,1.5980191130579482,0.5586856796051061,0.42277222007254345,0.41431084545306834,-0.34057801958440137,0.46436020224605334,0.32678234527648,-0.9111972835998269,0.1024555162063303
Williams Bay village,2019,-0.7944234796612888,0.2719141884615956,0.5460316091640011,0.025394803618413977,-0.5889903578788427,-0.7011414307667313,0.5911799595867531,0.8206901990974707,-1.2831717311589632,-0.9111972835998269,0.1010624507605214
Bloomfield village,2019,-0.06271764313115437,0.7145651929339605,-0.5059558947299462,1.4919447125818177,-0.8419310023666893,-0.7011414307667313,-0.6093543597299266,0.2268068710117753,0.9305151239397711,-1.0071608891945931,0.0934141410226654
Linn town,2019,0.4250862478889349,-0.1707368160107693,-0.8566183960279286,-0.10792791537825921,1.181594153536083,1.2509000526179181,0.806201031703173,-0.36707645707392034,0.12553808572204941,-1.0311517905932845,0.0033068417841406964
Delavan town,2019,-0.30661958864119937,-0.613387820483134,0.8966941104619833,-0.37457335337160563,-0.0831090689031496,0.13544777639811836,0.806201031703173,-0.010746460222502772,0.7292708643853405,-0.7912427766063693,-0.13961635098595798
Walworth town,2019,-0.7944234796612888,-0.613387820483134,1.9486816143559305,0.4253629606084328,-0.33604971339099615,-0.42227836171178146,0.4478325781758062,0.22680687101177496,0.3267823452764797,-0.6952791710116032,-0.1509809085601224
Troy town,2019,-0.06271764313115437,-0.613387820483134,-0.5059558947299462,-0.7745415103616249,-0.8419310023666893,-0.7011414307667313,0.8420378770559096,-0.010746460222503102,-0.47819469294124173,-0.9111972835998269,-0.21740077894447246
Geneva town,2019,0.4250862478889349,-0.613387820483134,0.19536910786601863,-0.6412187913649516,0.42277222007254345,0.13544777639811836,0.7972418203649888,-0.7234064539253376,-0.47819469294124173,-0.8872063822011352,-0.30626206759319397
Genoa City village,2019,-0.5505215341512439,-0.1707368160107693,-0.15529339343196383,0.8253311175984525,-0.0831090689031496,0.13544777639811836,-0.46600697831897964,-0.48585312269105924,-0.27695043338681113,-0.9831699877959015,-0.3222394768785092
Darien village,2019,0.18118430237889027,0.2719141884615956,-0.8566183960279286,0.6920083986017792,-0.33604971339099615,-0.1434152926568316,-0.5824767257153736,-0.9609597851596157,0.7292708643853408,-0.8872063822011352,-0.35847278166214636
Sharon town,2019,-1.0383254251713336,-1.0560388249554986,-0.15529339343196383,-0.5078960723682784,0.6757128645603898,0.41431084545306834,1.119773428539619,-0.36707645707392034,0.32678234527648,-0.7192700724102947,-0.4525842384165337
Richmond town,2019,-1.0383254251713336,-0.613387820483134,-1.207280897325911,0.4253629606084328,-0.8419310023666893,-0.7011414307667313,0.46575100085217414,-0.24829979145678116,-0.27695043338681113,-0.8392245794037525,-0.45798879663794717
East Troy town,2019,-1.0383254251713336,-0.613387820483134,0.19536910786601863,0.2920402416117596,-0.8419310023666893,-0.9800044998216814,0.5553431142340158,-0.24829979145678116,-0.47819469294124173,-1.0071608891945931,-0.48561971266326187
Whitewater town,2019,0.18118430237889027,-0.1707368160107693,-0.8566183960279286,-0.5078960723682784,0.16983157558469675,0.13544777639811836,0.7972418203649888,-1.1985131163938938,-0.47819469294124156,-0.9351881849985184,-0.5072728504643639
East Troy village,2019,-0.5505215341512439,-1.0560388249554986,-0.15529339343196383,-0.37457335337160563,-0.8419310023666893,-0.9800044998216814,-0.0001279887334024237,-0.36707645707392034,-0.679438952495672,-0.8872063822011352,-0.5222837026251597
La Grange town,2019,-0.5505215341512439,-1.0560388249554986,-0.5059558947299462,0.025394803618413977,-0.5889903578788427,-0.42227836171178146,0.7793233976886201,-0.7234064539253376,-0.679438952495672,-1.0311517905932845,-0.5839595474093825
Fontana-on-Geneva Lake village,2019,-1.0383254251713336,-0.613387820483134,0.19536910786601863,-1.174509667351644,-0.0831090689031496,-0.7011414307667313,1.621489263477933,-0.48585312269105924,-0.8806832120501025,-1.0791335933906676,-0.6087579459245737
Sugar Creek town,2019,-0.5505215341512439,-1.0560388249554986,0.5460316091640011,0.15871752261508718,-0.33604971339099615,-0.42227836171178146,0.5643023255722002,-0.8421831195424766,0.12553808572204941,-0.9351881849985184,-0.611586443830055
Spring Prairie town,2019,-0.30661958864119937,-1.0560388249554986,-1.207280897325911,-0.6412187913649516,-0.5889903578788427,-0.9800044998216814,0.6538944389540419,-0.8421831195424766,-0.679438952495672,-0.95917908639721,-0.6777163121052349
